HHKEY,ZIP_CODE,Num_Purchases,TotalSpend,Credit Card User,Average_Spend,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,Pother,PROMOS,DaysonFile,BeteenPurchases,MARKDOWN,COUPONS,STORES,WEB,MAILED,RESPONDED,RESPONSERATE,DiversitySpend,Perc_Returns,RESP
9960000001148,85254,1,163.8,Yes,163.8,11,0,0,0,0,0.7,0,0,0.29,0,0,0,0,0,0,0.01,12,248,248,0.1,1,1,0,3,0,0,58.26,0,0
9960000001149,8852,5,611.98,No,122.39,16,0.27,0.03,0.21,0.08,0,0,0.39,0,0,0,0,0,0,0,0.02,14,544,108.8,0.08,2,3,0,5,2,40,28.35,0,0
9960000001150,8816,1,338.98,Yes,338.98,11,0,0,0,0,0,0,0.23,0,0,0.76,0,0,0,0,0.01,20,364,364,0.26,0,1,0,9,1,11.11,64.25,0,0
9960000001151,8810,6,245.97,No,40.99,11,0.15,0,0,0.12,0,0.2,0,0,0,0,0,0,0,0,0.53,0,189,31.5,0.03,0,1,1,0,0,0,8.29,1.04,1
9960000001152,8817,8,443.11,No,55.38,16,0.3,0.03,0.02,0.03,0.15,0.12,0.06,0.06,0,0,0,0,0,0,0.23,17,691,86.37,0.27,3,3,0,8,4,50,14.34,0.22,0
9960000001153,8817,10,317.43,No,31.74,11,0.12,0,0,0.03,0.17,0.09,0,0,0,0,0,0,0.01,0.02,0.56,0,623,62.3,0.21,0,2,0,0,0,0,5.61,1.14,0
9960000001154,8801,1,92,No,92,11,0,0,0,0.33,0,0,0.66,0,0,0,0,0,0,0,0.01,4,586,586,0.21,1,1,0,1,0,0,55.55,0,0
9960000001155,8830,1,78,No,78,11,0.37,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0.01,8,322,322,0,0,1,0,3,0,0,53.28,0,0
9960000001156,8805,7,239.94,No,34.27,19,0,0,0.04,0.2,0,0,0.29,0.07,0,0,0,0,0,0,0.4,2,277,39.57,0.04,0,3,0,0,0,0,14.01,0.58,0
9960000001157,8872,2,321.96,No,160.98,11,0.09,0,0.2,0.1,0.33,0,0,0,0.26,0,0,0,0,0,0.02,7,229,114.5,0,0,2,0,2,0,0,24.24,0,0
9960000001158,7840,2,233.5,Yes,116.75,16,0,0.02,0.07,0.13,0.5,0.09,0,0.17,0,0,0,0,0,0,0.02,0,40,20,0.37,2,3,0,0,0,0,31.77,0,0
9960000001159,8904,3,475.49,Yes,158.49,16,0.16,0,0,0.14,0.13,0.1,0,0,0.27,0,0,0,0,0,0.2,4,219,73,0.08,1,2,0,1,0,0,22.12,0.2,0
9960000001160,10009,6,355.95,No,59.32,16,0.07,0,0,0,0,0.48,0.27,0,0,0,0,0,0.16,0,0.02,8,691,115.16,0.09,0,3,0,4,0,0,37.33,0,0
9960000001161,78504,2,161.44,No,80.72,11,0.52,0,0.24,0.23,0,0,0,0,0,0,0,0,0,0,0.01,5,266,133,0.24,0,2,0,0,0,0,38.56,0,0
9960000001162,10025,3,306,Yes,102,11,0,0,0,0.28,0.24,0.35,0,0.12,0,0,0,0,0,0,0.01,21,610,203.33,0.19,0,1,0,9,2,22.22,27.84,0,0
9960000001163,10025,1,318.46,No,318.46,11,0,0.03,0,0,0.48,0.18,0,0.29,0,0,0,0,0,0,0.02,1,77,77,0.14,0,1,0,0,0,0,78.26,0,0
9960000001164,10025,1,75,No,75,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,244,244,0.49,0,1,0,1,0,0,100,0,0
9960000001165,10002,4,1252.9,Yes,313.22,11,0.09,0.05,0,0.25,0.14,0.35,0.09,0,0,0,0,0.009562,0,0,0.020438,24,640,160,0.08,1,1,0,7,2,28.57,23.03,0,0
9960000001166,10019,3,676.69,Yes,225.56,11,0.41,0,0,0.08,0.16,0.09,0,0,0,0.2,0,0,0.01,0.02,0.03,23,451,150.33,0.05,0,1,0,9,1,11.11,25.78,0,0
9960000001167,10003,1,102,No,102,11,0.47,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.01,8,201,201,0,0,1,0,2,0,0,50.17,0,0
9960000001168,10002,10,665.36,Yes,66.53,11,0.38,0.02,0.05,0.03,0,0.13,0.04,0.07,0,0,0,0,0,0.01,0.27,17,612,61.2,0.08,0,3,0,8,2,25,17.98,0.28,0
9960000001169,10036,1,447.9,No,447.9,11,0,0,0,0,0.31,0.21,0,0,0,0,0.46,0,0,0,0.02,8,252,252,0.3,0,2,0,2,0,0,36.52,0,0
9960000001170,10012,7,796.14,Yes,113.73,16,0.16,0.06,0.22,0.1,0.05,0.07,0.22,0.06,0,0,0,0.03,0,0,0.03,14,307,43.85,0.19,1,2,0,5,3,60,16.1,0,1
9960000001171,10016,3,99.96,No,33.32,11,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,8,499,166.33,0,0,2,0,6,0,0,32.65,0.75,0
9960000001172,10035,3,232.94,No,77.64,18,0,0,0,0.13,0.1,0.3,0,0,0,0,0,0,0.14,0,0.33,4,273,91,0.24,0,3,0,0,0,0,14.31,0.45,0
9960000001173,10040,2,117,No,58.5,11,0.58,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.01,1,349,174.5,0,0,2,0,0,0,0,51.31,0,0
9960000001174,10038,4,478,No,119.5,11,0.35,0,0,0,0,0.07,0,0.2,0,0,0,0,0,0,0.38,18,344,86,0.24,0,2,0,6,0,0,18.35,0.55,0
9960000001175,10009,2,453.11,Yes,226.55,11,0.08,0.03,0,0.13,0.13,0.19,0.11,0,0,0,0,0,0.13,0,0.2,7,130,65,0.17,1,2,0,1,0,0,15.45,0.19,0
9960000001176,7082,1,145.7,Yes,145.7,11,0.2,0,0.11,0.2,0.47,0,0,0,0,0,0,0,0,0,0.02,17,292,292,0.41,0,2,0,4,0,0,32.32,0,0
9960000001177,10017,1,34,No,34,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,346,346,0.5,0,1,0,0,0,0,100,0,0
9960000001178,7071,4,97.45,No,24.36,16,0.27,0.06,0,0.08,0,0,0.28,0,0,0,0,0,0,0,0.31,17,610,152.5,0.31,0,2,0,7,1,14.29,16.91,0.4,0
9960000001179,10003,5,298.97,No,59.79,16,0.03,0,0,0,0.07,0,0.12,0,0,0.18,0.13,0,0,0,0.47,4,216,43.2,0.18,0,2,0,1,0,0,7.59,0.78,0
9960000001180,10025,8,662.98,Yes,82.87,16,0,0,0.03,0.15,0.11,0.06,0.09,0.1,0.14,0,0,0.01,0.02,0,0.29,19,665,83.12,0.01,0,3,0,9,2,22.22,9.3,0.35,0
9960000001181,10026,2,113.42,No,56.71,11,0,0.1,0.13,0.28,0,0.15,0,0.32,0,0,0,0,0,0,0.02,5,246,123,0.36,0,1,0,1,0,0,26.18,0,0
9960000001182,10003,1,75.97,No,75.97,16,0,0,0,0,0.39,0.23,0,0.23,0,0,0,0.13,0,0,0.02,1,135,135,0.36,0,2,0,0,0,0,28.53,0,0
9960000001183,10027,1,117.99,Yes,117.99,16,0.32,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.01,5,699,699,0,0,2,0,1,0,0,56.33,0,0
9960000001184,10030,9,715.57,Yes,79.5,11,0.2,0.02,0.04,0.26,0,0.08,0.11,0,0,0,0,0,0.09,0,0.2,12,491,54.55,0.21,0,1,0,3,1,33.33,14.68,0.2,0
9960000001185,10030,1,220,Yes,220,11,0.17,0,0,0,0.53,0.29,0,0,0,0,0,0,0,0,0.01,14,544,544,0,0,1,1,9,1,11.11,40.21,0,0
9960000001186,10009,1,68,No,68,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,206,206,0,0,1,0,0,0,0,100,0,0
9960000001187,10030,2,127.97,No,63.98,11,0.46,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0.01,7,237,118.5,0.23,0,1,0,1,0,0,50.19,0,0
9960000001188,10031,1,29.99,No,29.99,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,436,436,0,0,1,0,0,0,0,100,0,0
9960000001189,10039,1,190,No,190,11,0,0,0,0.3,0.42,0.26,0,0,0,0,0,0,0,0,0.02,15,357,357,0.22,0,1,0,5,0,0,34.69,0,0
9960000001190,10003,4,636.93,No,159.23,16,0.07,0.09,0,0,0.53,0.29,0,0,0,0,0,0,0,0,0.02,3,393,98.25,0.12,0,4,0,0,0,0,45.06,0,0
9960000001191,10009,4,391,No,97.75,16,0.05,0.04,0,0,0.3,0.43,0.12,0,0,0,0,0,0,0.03,0.03,15,357,89.25,0.05,0,3,0,6,1,16.67,51.31,0,0
9960000001192,10010,4,361.48,Yes,90.37,11,0.12,0.12,0,0,0.17,0,0.5,0,0,0,0,0,0,0,0.09,9,654,163.5,0.19,0,2,0,3,0,0,31.53,0.06,0
9960000001193,10034,43,4327.99,Yes,100.65,11,0.25,0.05,0.13,0.14,0.09,0.05,0.14,0.04,0.02,0,0,0.002876,0.02,0.002856,0.064268,18,595,13.83,0.47,0,7,0,10,8,80,14.46,0.01,1
9960000001194,10011,7,581.27,Yes,83.03,11,0,0.01,0,0.03,0.37,0.05,0,0.2,0,0,0,0,0.004498,0,0.335502,7,225,32.14,0.14,2,2,0,2,1,50,28.4,0.72,1
9960000001195,10010,8,809.48,Yes,101.18,11,0.76,0,0,0.02,0,0,0,0,0.04,0,0,0.06,0.1,0,0.02,15,358,44.75,0.3,0,2,0,6,3,50,60.15,0,1
9960000001196,10006,1,80,No,80,16,0,0,0,0,0,0.85,0,0,0,0,0,0,0.15,0,0,1,319,319,0,0,2,0,0,0,0,74.5,0,0
9960000001197,10016,1,201.98,No,201.98,16,0,0,0,0.5,0,0.24,0.24,0,0,0,0,0,0,0,0.02,5,305,305,0.04,0,2,0,3,0,0,38.01,0,0
9960000001198,10003,2,225.46,Yes,112.73,11,0.27,0,0,0,0,0.12,0,0,0,0.26,0,0,0,0.06,0.29,8,174,87,0.38,2,2,0,2,0,0,16.85,0.35,0
9960000001199,10001,1,89.99,No,89.99,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,446,446,0,0,1,0,0,0,0,100,0,0
9960000001200,10016,2,217.45,No,108.72,16,0,0.1,0,0,0.27,0.17,0,0.1,0,0.27,0,0,0.06,0,0.03,9,312,156,0.32,0,3,0,4,0,0,20.8,0,0
9960000001201,10016,12,1432.92,Yes,119.41,11,0.21,0.008921,0,0.04,0.2,0.03,0.04,0.13,0.05,0.04,0.06,0,0.05,0,0.141079,10,293,24.41,0.33,5,5,0,4,3,75,12.54,0.09,1
9960000001202,10016,12,1217.86,Yes,101.48,16,0.46,0.03,0,0.03,0.17,0.04,0,0.03,0,0.1,0,0,0.05,0.00472,0.08528,22,656,54.66,0.29,0,5,0,10,6,60,26.57,0.04,0
9960000001203,10017,1,354.6,Yes,354.6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,317,317,0.1,0,1,0,5,0,0,100,0,0
9960000001204,10017,4,682.99,Yes,170.74,16,0,0.05,0.05,0.07,0.3,0.09,0,0.07,0.3,0,0,0,0.02,0.008785,0.041215,19,558,139.5,0.07,1,3,1,10,3,30,23.25,0,0
9960000001205,10017,7,410.97,No,58.71,16,0.4,0,0.07,0,0.13,0,0,0.09,0,0,0,0,0,0.09,0.22,16,372,53.14,0.09,0,2,0,5,2,40,20.82,0.23,0
9960000001206,10017,25,5437.71,Yes,217.5,18,0.19,0.03,0.008151,0.13,0.24,0.08,0.03,0.07,0.03,0,0.03,0.000727,0.08,0,0.081122,13,362,14.48,0.19,10,3,0,4,4,100,14.13,0.02,1
9960000001207,10017,5,115.51,Yes,23.1,11,0,0.07,0,0,0,0,0.13,0,0,0,0,0,0,0,0.8,23,698,139.6,0.15,1,2,0,10,2,20,2.38,3.81,0
9960000001208,10017,3,190.43,Yes,63.47,11,0.37,0,0,0.11,0.17,0,0,0,0,0,0,0.16,0,0.07,0.12,16,668,222.66,0.03,0,2,0,6,0,0,27.57,1.11,0
9960000001209,10036,1,129.99,No,129.99,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,684,684,0.3,0,1,0,1,0,0,100,0,0
9960000001210,10507,2,98.98,No,49.49,11,0,0,0,0.29,0.4,0,0,0,0.3,0,0,0,0,0,0.01,3,117,58.5,0.16,0,2,0,0,0,0,34.08,0,0
9960000001211,10022,1,79,No,79,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,330,330,0,0,1,0,3,0,0,100,0,0
9960000001212,10019,1,68.99,No,68.99,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,631,631,0.21,0,1,0,8,0,0,100,0,0
9960000001213,10019,2,176.99,No,88.49,11,0.27,0,0,0.44,0,0,0,0.27,0,0,0,0,0,0,0.02,17,330,165,0.04,0,1,0,5,1,20,65.9,0,0
9960000001214,10022,6,547.6,Yes,91.26,11,0.81,0.09,0,0.07,0,0,0,0,0,0,0,0,0,0.02,0.01,27,654,109,0.21,1,2,0,10,1,10,67.6,0,0
9960000001215,10022,9,649.37,Yes,72.15,16,0.44,0.13,0,0,0,0,0.15,0,0.22,0,0,0,0.03,0,0.03,21,654,72.66,0.27,3,7,0,10,3,30,29.22,0,0
9960000001216,10019,1,321,No,321,11,0.48,0,0,0.15,0,0,0,0.36,0,0,0,0,0,0,0.01,15,345,345,0,0,1,0,6,0,0,39,0,0
9960000001217,10021,5,111.97,No,22.39,11,0,0.07,0,0,0.21,0,0,0.13,0,0,0,0,0,0,0.59,7,269,53.8,0.15,0,1,0,1,0,0,6.88,1.35,0
9960000001218,10021,1,88,No,88,11,0,0,0.44,0,0.55,0,0,0,0,0,0,0,0,0,0.01,9,342,342,0,0,1,0,4,0,0,81.65,0,0
9960000001219,10021,4,188.49,No,47.12,11,0,0,0.14,0,0,0,0,0.5,0,0,0,0,0,0.04,0.32,16,353,88.25,0.19,1,1,0,6,1,16.67,27.7,0.44,0
9960000001220,10021,2,208.98,No,104.49,11,0.18,0,0,0,0,0,0.19,0,0,0.62,0,0,0,0.000048,0.009952,10,496,248,0.23,0,2,0,3,0,0,45.82,0,0
9960000001221,41042,10,1910.82,Yes,191.08,18,0,0.00942,0.01,0.25,0.34,0.21,0,0.07,0.02,0,0,0.01,0.04,0.00942,0.03116,20,494,49.4,0.14,3,2,0,9,5,55.56,27.34,0,0
9960000001222,10024,8,682.11,Yes,85.26,11,0.31,0.02,0,0.13,0.1,0.18,0.1,0,0,0,0,0,0.03,0.01,0.12,26,502,62.75,0.17,0,4,0,10,4,40,24.43,0.39,0
9960000001223,10028,1,110.7,Yes,110.7,11,0,0,0,0,0,0,0,0,0,0,0.87,0.04,0.08,0,0.01,4,225,225,0.19,1,1,0,0,0,0,77.92,0,0
9960000001224,10024,7,435.18,No,62.16,11,0.27,0.01,0.11,0,0,0,0,0,0,0.35,0,0,0.01,0,0.25,16,332,47.42,0.1,0,1,0,5,1,20,21.71,0.27,0
9960000001225,10024,7,198.17,Yes,28.31,11,0.64,0.09,0,0,0,0.08,0,0,0,0,0,0,0,0,0.19,19,692,98.85,0.32,0,1,0,9,2,22.22,42.93,0.2,0
9960000001226,10463,1,66.3,No,66.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.37,0.01,3,301,301,0.3,0,1,0,0,0,0,53.02,0,0
9960000001227,10024,11,710.6,Yes,64.6,16,0.33,0,0,0.25,0.03,0,0,0.02,0,0.05,0,0,0,0,0.32,20,488,44.36,0.36,4,6,0,10,4,40,18.35,0.39,0
9960000001228,10185,3,375.15,No,125.05,18,0.25,0.12,0,0.09,0.2,0,0.07,0.23,0,0,0,0,0,0,0.04,14,408,136,0.17,0,4,0,5,0,0,19.63,0,0
9960000001229,10128,1,79.98,No,79.98,11,0,0,0,0.37,0.62,0,0,0,0,0,0,0,0,0,0.01,6,283,283,0.19,0,1,0,2,0,0,53.12,0,1
9960000001230,7866,2,334.93,No,167.46,11,0.7,0.04,0,0.08,0,0,0.05,0.1,0,0,0,0,0,0,0.03,6,307,153.5,0.02,0,2,0,0,0,0,52.02,0,0
9960000001231,10309,5,361.44,No,72.28,11,0.38,0.03,0,0,0,0.16,0,0,0,0.41,0,0,0,0,0.02,5,293,58.6,0.17,0,2,0,0,0,0,37.76,0,1
9960000001232,10314,2,552.94,No,276.47,11,0,0,0,0.03,0,0,0,0.02,0,0.94,0,0,0,0,0.01,18,573,286.5,0.23,0,3,0,6,1,16.67,88.61,0,0
9960000001233,10314,16,1448.95,Yes,90.55,16,0.14,0.03,0.11,0.11,0.18,0.05,0.09,0.11,0,0.03,0,0,0,0.001417,0.148583,18,696,43.5,0.27,4,2,0,10,6,60,11.77,0.1,0
9960000001234,10309,1,49,Yes,49,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,629,629,0.27,0,1,0,8,0,0,100,0,0
9960000001235,10304,1,68,No,68,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,544,544,0,0,1,0,0,0,0,100,0,0
9960000001236,10310,5,608.5,No,121.7,11,0.36,0.16,0,0.11,0.21,0.09,0.03,0,0,0,0,0,0,0,0.04,18,515,103,0.08,0,1,0,9,1,11.11,30.15,0,1
9960000001237,10314,1,183.59,Yes,183.59,16,0,0,0,0,0.51,0,0,0,0.42,0,0,0,0.06,0,0.01,12,301,301,0.19,1,2,0,4,0,0,44.61,0,0
9960000001238,10310,7,252.44,No,36.06,16,0,0,0,0.13,0.32,0,0.11,0,0.32,0,0,0,0,0,0.12,4,603,86.14,0.2,0,3,0,1,1,100,24.3,0.11,0
9960000001239,10314,4,241.48,No,60.37,11,0.7,0.04,0,0,0,0.24,0,0,0,0,0,0,0,0,0.02,20,642,160.5,0.35,0,2,0,8,1,12.5,62.03,0,0
9960000001240,10309,3,467.99,No,155.99,11,0.07,0.04,0.04,0,0.44,0,0.1,0.1,0,0.19,0,0,0,0,0.02,13,348,116,0.07,0,3,0,4,1,25,26.36,0,0
9960000001241,10314,5,207.52,Yes,41.5,16,0.4,0.13,0,0,0,0.17,0,0,0,0,0,0,0.03,0,0.27,17,677,135.4,0.32,2,2,0,8,2,25,21.48,0.32,0
9960000001242,10306,1,78,No,78,11,0.62,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.01,7,181,181,0.19,0,1,0,3,0,0,53.28,0,0
9960000001243,10312,3,229,Yes,76.33,16,0.55,0,0,0.2,0,0,0.23,0,0,0,0,0,0,0,0.02,8,678,226,0.11,0,3,0,4,0,0,40.71,0,0
9960000001244,10308,1,93.75,No,93.75,11,0.53,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.01,15,591,591,0.25,0,1,0,7,1,14.29,50.25,0,0
9960000001245,10312,3,138.45,No,46.15,11,0.82,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.01,4,219,73,0.19,0,2,0,0,0,0,71.34,0,0
9960000001246,10306,3,182,No,60.66,11,0,0,0,0,0.21,0.12,0,0.06,0,0,0,0,0,0,0.61,20,425,141.66,0.06,0,3,0,8,1,12.5,25.76,1.58,0
9960000001247,10310,8,955.36,Yes,119.42,16,0.19,0,0,0.06,0.15,0.19,0.11,0,0,0.09,0,0.007223,0.03,0.000018,0.172759,19,657,82.12,0.23,3,4,0,10,4,40,12.73,0.15,0
9960000001248,10314,7,507.43,Yes,72.49,16,0.14,0.04,0.28,0.08,0.05,0.08,0.19,0,0,0,0,0,0,0.02,0.12,15,367,52.42,0.22,1,2,0,6,2,33.33,16.01,0.1,0
9960000001249,10312,14,813.17,Yes,58.08,16,0.18,0.04,0.07,0.05,0,0.05,0.13,0,0.06,0.04,0.02,0.01,0.02,0,0.33,16,695,49.64,0.23,2,2,0,9,5,55.56,7.44,0.39,0
9960000001250,10305,4,166.96,No,41.74,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,316,79,0.28,0,4,0,5,0,0,100,0,0
9960000001251,10305,4,338.88,Yes,84.72,11,0.69,0.02,0,0,0.16,0,0,0.11,0,0,0,0,0,0,0.02,22,491,122.75,0.29,2,2,0,9,2,22.22,51.95,0,0
9960000001252,10305,15,519.02,Yes,34.6,16,0.3,0.01,0,0.01,0,0.09,0.2,0.13,0.09,0,0,0,0,0.08,0.09,16,653,43.53,0.36,3,3,0,10,7,70,17.89,0.05,0
9960000001253,10305,4,756.46,Yes,189.11,16,0.03,0,0,0.09,0.36,0.08,0,0.11,0.08,0.16,0,0,0,0,0.09,12,530,132.5,0.09,0,2,1,5,0,0,21.37,0.06,0
9960000001254,10306,5,357.97,No,71.59,11,0,0.01,0.11,0.3,0,0,0.13,0,0,0,0,0,0.13,0,0.32,7,393,78.6,0.02,0,2,0,1,0,0,14.15,0.41,0
9960000001255,10314,1,307,No,307,11,0.09,0.17,0,0.12,0.32,0,0.09,0.18,0,0,0,0,0,0,0.03,6,135,135,0.009677,0,1,0,1,0,0,30.74,0,0
9960000001256,10310,4,634.3,Yes,158.57,16,0.13,0.04,0,0.18,0,0.13,0.19,0.02,0.06,0,0,0,0,0.05,0.2,18,408,102,0.2,2,4,0,9,2,22.22,12.01,0.18,0
9960000001257,10308,5,922.46,No,184.49,11,0.58,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.05,20,654,130.8,0.12,1,1,0,8,1,12.5,48.53,0.03,0
9960000001258,10302,7,760.49,Yes,108.64,11,0.24,0.04,0.11,0.06,0.19,0.17,0.12,0,0,0,0,0.03,0,0,0.04,20,679,97,0,0,2,0,8,4,50,17.07,0,0
9960000001259,10314,115,3462.87,Yes,30.11,16,0.05,0.02,0.01,0.03,0.03,0.00279,0.02,0.02,0.04,0,0,0,0.01,0,0.76721,26,702,6.1,0.28,18,6,0,11,6,54.55,1.01,2.62,1
9960000001260,10312,3,506.98,Yes,168.99,11,0.49,0.14,0,0.05,0,0,0.19,0,0,0,0,0,0.09,0.01,0.03,26,644,214.66,0.15,1,3,0,10,1,10,31.44,0,0
9960000001261,7751,9,735.41,Yes,81.71,16,0.17,0,0.19,0.13,0.11,0.06,0,0.1,0.04,0,0,0,0,0,0.2,20,392,43.55,0.1,2,4,0,7,2,28.57,17.34,0.19,0
9960000001262,10301,12,1290.85,Yes,107.57,11,0.19,0.01,0.11,0.08,0.08,0.12,0.07,0.06,0.08,0,0,0.004235,0.05,0,0.145765,22,678,56.5,0.18,2,2,0,10,4,40,10.33,0.09,0
9960000001263,10314,2,158.98,Yes,79.49,11,0,0,0,0,0,0,0.69,0,0,0,0,0.04,0,0,0.27,19,702,351,0.25,0,1,0,7,2,28.57,47.98,0.35,0
9960000001264,10309,15,2220.82,Yes,148.05,16,0.09,0.04,0.03,0.33,0.11,0.19,0.08,0.007707,0,0,0,0,0.01,0,0.112293,19,677,45.13,0.25,5,5,0,11,9,81.82,18.05,0.09,0
9960000001265,10309,13,1060.9,Yes,81.6,16,0.08,0,0,0,0.51,0,0,0.19,0.14,0,0,0,0,0,0.08,19,620,47.69,0.15,1,3,0,8,3,37.5,32.85,0.06,0
9960000001266,10314,10,231.94,Yes,23.19,16,0.05,0.04,0,0.08,0.15,0,0,0.1,0,0,0,0,0,0,0.58,8,200,20,0.09,0,5,0,2,0,0,4.82,1.21,1
9960000001267,10314,10,525.7,No,52.57,11,0.12,0.01,0.05,0.03,0.37,0,0.05,0.05,0.23,0,0,0,0,0,0.09,12,623,62.3,0.37,2,2,0,4,4,100,22.34,0.04,0
9960000001268,10304,2,458.91,Yes,229.45,16,0,0,0.03,0,0.31,0,0,0.11,0,0.53,0,0,0,0,0.02,9,272,136,0.2,1,2,0,4,0,0,43.26,0,0
9960000001269,10312,1,401.4,Yes,401.4,16,0,0.08,0,0.07,0.22,0.27,0.08,0.25,0,0,0,0,0,0,0.03,14,343,343,0.1,0,2,0,6,0,0,33.57,0,0
9960000001270,10310,12,450.33,Yes,37.52,11,0.07,0.02,0.15,0.13,0,0.03,0.21,0,0,0,0,0,0,0.01,0.38,10,617,51.41,0.28,1,2,0,2,2,100,10.57,0.51,0
9960000001271,10309,10,752.87,Yes,75.28,11,0,0,0,0.16,0.29,0.06,0,0,0,0.14,0,0.04,0.08,0.008489,0.221511,18,448,44.8,0.16,0,2,0,9,3,33.33,17.41,0.25,0
9960000001272,10312,3,618.71,No,206.23,16,0.09,0,0.1,0.18,0.27,0.09,0,0.07,0,0,0,0,0.09,0.03,0.08,16,592,197.33,0.01,0,2,0,8,0,0,15.49,0.04,0
9960000001273,10310,8,282.29,Yes,35.28,11,0.13,0,0.01,0.03,0,0,0.08,0.06,0,0,0,0,0.14,0.03,0.52,20,545,68.12,0.31,0,2,0,9,1,11.11,5.48,0.91,0
9960000001274,10312,4,128.91,Yes,32.22,16,0.41,0.25,0,0,0,0,0.29,0,0,0,0,0.03,0,0,0.02,16,661,165.25,0.31,0,2,0,7,1,14.29,32.63,0,1
9960000001275,10309,1,190,No,190,16,0.15,0,0,0.28,0,0.31,0.25,0,0,0,0,0,0,0,0.01,4,145,145,0,0,2,0,1,0,0,26.43,0,0
9960000001276,10309,1,58,No,58,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,230,230,0,0,1,0,0,0,0,100,0,0
9960000001277,10314,2,93,No,46.5,11,0.36,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0.01,8,559,279.5,0,0,1,0,2,0,0,93.86,0,0
9960000001278,10306,14,791.11,Yes,56.5,11,0.2,0.01,0.14,0.1,0.06,0.02,0.03,0,0.03,0,0.13,0,0,0,0.28,28,341,24.35,0.28,5,4,0,11,3,27.27,9.95,0.32,0
9960000001279,10306,2,247.22,No,123.61,16,0.28,0,0.12,0,0.47,0,0.11,0,0,0,0,0,0,0,0.02,10,292,146,0.26,0,3,0,4,0,0,33.64,0,0
9960000001280,10309,3,399.66,Yes,133.22,16,0.05,0,0.14,0.14,0.17,0.32,0.08,0.05,0,0,0,0,0,0,0.05,17,626,208.66,0.19,2,2,0,8,2,25,19.79,0,1
9960000001281,10314,4,150.2,Yes,37.55,11,0.5,0.13,0.13,0,0,0,0,0,0,0.23,0,0,0,0,0.01,16,501,125.25,0.46,0,2,0,9,2,22.22,34.06,0,0
9960000001282,10312,2,259.98,No,129.99,11,0.45,0,0,0.31,0,0.22,0,0,0,0,0,0,0,0,0.02,13,418,209,0,0,2,0,6,0,0,53.19,0,0
9960000001283,10312,24,999.84,Yes,41.66,11,0.11,0.007587,0,0.01,0.11,0.11,0,0.05,0.02,0,0,0,0.02,0.04,0.522413,12,240,10,0.19,6,3,0,3,3,100,4.59,0.97,1
9960000001284,10312,7,337.42,Yes,48.2,16,0.04,0.11,0.15,0.07,0.17,0.02,0.18,0.1,0.05,0,0,0,0.05,0,0.06,24,607,86.71,0.35,3,4,0,10,5,50,13.02,0,0
9960000001285,10314,1,296.99,No,296.99,11,0,0,0,0,0.66,0,0,0.16,0.16,0,0,0,0,0,0.02,6,438,438,0.08,0,1,0,0,0,0,150,0,0
9960000001286,10312,16,2232.98,Yes,139.56,16,0.09,0.02,0.07,0.08,0.26,0.03,0.21,0.009032,0.04,0,0.08,0,0.01,0,0.100968,19,686,42.87,0.21,7,2,0,11,8,72.73,14.91,0.04,1
9960000001287,10314,56,2086.61,Yes,37.26,11,0.04,0,0,0.18,0.06,0,0,0.03,0.09,0,0.04,0,0.009591,0.004018,0.546391,28,533,9.51,0.28,14,5,0,10,5,50,5.43,1.05,1
9960000001288,10301,10,496.85,Yes,49.68,16,0.13,0.01,0.04,0.08,0.23,0.13,0,0,0.05,0,0,0.007554,0,0,0.322446,17,700,70,0.22,1,3,0,9,4,44.44,10.7,0.38,0
